"location_clean","Latitude","Longitude"
"Tananarive, Malagasy Republic",NA,NA
"Near Hendersonville, North Carolina",NA,NA
"Near Luang Prabang, Laos",NA,NA
"Spitzberg, Norway",78.3109714,17.2305917
"Near Bao Loc, Vietnam",NA,NA
"Near Gander, Newfoundland, Canada",NA,NA
"Farmington, New Mexico",36.7291152,-108.205445
"Near Huong Thuy, South Vietnam",NA,NA
"Isle Culebra, Puerto Rico",NA,NA
"Off Rhodes, Greece",36.4488651,28.2251225
"Camden, Arizona",33.289176,-111.8623172
"South Vietnam",52.5398428,13.4117863
"Calhoun, Georgia",31.5311784,-84.614328
"Fernhurst, Sussex, England",51.0481925,-0.7233101
"Hong Kong, China",22.350627,114.1849161
"Near Sverdlovsk, Russia",NA,NA
"Cincinnati International Airport, Covington/Hebron, Kentucky",NA,NA
"Juneau, Alaska",58.3019613,-134.4196751
"Sanger, California",36.708006,-119.5559652
"Near Qui Nhon, South Vietnam",NA,NA
"Muong Soui, Laos",NA,NA
"Carpich Huanuco Mt., Peru",NA,NA
"Near Madison, Wisconsin",43.0775385,-89.4233979
"Hanalei, Hawaii",22.2029937,-159.4956949
"Corona, New Mexico",34.2511176,-105.596737
"Creag Bhan, England",NA,NA
"Chiang Mai, Thailand",18.7882778,98.9858802
"Liepaja, Latvia",56.5048435,21.0070903
"Tanana, Alaska",65.1719444,-152.078888
"Near Quang Tri, South Vietnam",NA,NA
"Near Copper Canyon, Nevada",NA,NA
"Zifta, Egypt",30.7152872,31.2470999
"Iwakuni, Japan",34.1664995,132.2191163
"Minot AFB, North Dakota",48.420011,-101.3372095
"Moroni, Comoro Islands",NA,NA
"Off Phu Quoc, Vietnam",10.2260321,103.9765785
"Vancouver, Canada",49.2608724,-123.113952
"Northern India",28.5983534,77.1933357
"Linkuo, Taiwan",NA,NA
"Eureka, Utah",39.9540899,-112.1201881
"Ban Napa, Laos",19.5908178,103.6609889
"Near Bratsk, Russia",NA,NA
"Basse-Terre, Guadeloupe, West Indies",16.2500695,-61.5639255
"Near Khe Sanh, South Vietnam",NA,NA
"Off Panay Island, Philippines",NA,NA
"Near Saint Denis, Reunion",NA,NA
"Potters Cove, Rhode Island",41.6396167,-71.3414782
"Off Wexford Harbor, Ireland",NA,NA
"Near Coyhaique, Chile",NA,NA
"Dahlonega, Georgia",34.5328484,-83.9845723
"Mull of Kintyre, England",NA,NA
"Near Cheo Reo, South Vietnam",NA,NA
"Near Windhoek, South Africa (Namibia)",NA,NA
"Carpenteria, California",33.7273055,-117.7679329
"Near Chaklala, West Pakistan",NA,NA
"Near Dawson, Texas",NA,NA
"Got el Afraq, Libya",NA,NA
"Kham Duc, Vietnam",15.4399678,107.7898857
"Pelliston, Michigan",NA,NA
"Paramount, California",33.898917,-118.171005
"Vidalia, Georgia",32.2176855,-82.4134614
"San Sebastian, Spain",43.3224219,-1.9838889
"Yuhnov, Russia",54.7415766,35.2264393
"Near Bearcat, South Vietnam",NA,NA
"Vichy, Missouri",38.1114322,-91.7604389
"Ft. Lauderdale, Florida",26.1223084,-80.1433786
"Near Dharan, Saudi Arabia",NA,NA
"Near Lagos, Nigeria",NA,NA
"Gravata, Brazil",-8.1990607,-35.562989
"Off Chili",-36.0825767,-71.9634618
"Near Recife Brazil",-7.5640719,-35.000327
"Jamestown, Rhode Island",41.4970465,-71.3672755
"Milwaukee, Wisconsin",43.0386475,-87.9090751
"Pfaffenhofen, Germany",49.0641578,8.9753958
"Compton, California",33.894927,-118.226624
"Off Port Said, Egypt",NA,NA
"Near Maturin, Venezuela",NA,NA
"Lopez, Washington",48.4955949,-122.9041221
"Near Odda, Norway",NA,NA
"Near Burgas, Bulgaria",41.982237,27.4929484
"Off Cap d'Antibes, France",NA,NA
"Wake Island",19.2969291,166.6255924
"Port Harcourt, Biafra, Nigeria",NA,NA
"Kenai, Alaska",60.5544444,-151.258333
"Near Camp Evans, Vietnam",NA,NA
"Near Camp Evans, South Vietnam",NA,NA
"Puerto Cortes, Costa Rica",8.9614477,-83.5239723
"Derry, Pennsylvania",40.3339589,-79.2997573
"Near Izmir, Turkey",NA,NA
"Feijó, Brazil",-8.1648652,-70.3539579
"Near Ban Me Thuot, South Vietnam",NA,NA
"Hanover, New Hampshire",43.7023545,-72.2892164
"Barrow, Alaska",71.2905366,-156.78844
"Santa Ana, California",33.7494951,-117.873221
"Savannakhet, Laos",16.5001958,105.7155946
"Point Baker, Alaska",56.348844,-133.6171283
"Pedro Bay, Alaska",59.786763,-154.1430408
"Wolf Creek, Montana",47.0060833,-112.0692749
"Bradford, Pennsylvania",41.7746685,-76.5264613
"Prudhoe Bay, Alaska",70.326677,-148.9432527
"Elmendorf Air Force Base, Alaska",61.2532817,-149.8081736
"Ensenada, Mexico",31.8658887,-116.602983
"Ching Chuan Kang AB, Taiwan",NA,NA
"Minchumina, Alaska",63.816697,-152.3729903
"Port Hedland, WA, Australia",-20.3111814,118.5801181
"Near Ciudad Vitoria, Mexico",NA,NA
"Mt. Paku, Taiwan",NA,NA
"Tyonek, Alaska",61.0684293,-151.1409141
"Gatwick Airport, Horley, Surrey,  England",NA,NA
"Near Bradford, Pennsylvania",NA,NA
"Mt. Tawu, Thailand",NA,NA
"Off Los Angeles, California",34.1860001,-118.5161953
"Near Hue, Vietnam",16.4629145,107.5883231
"Off  Taiwan",24.11008,120.6165781
"Port Angeles, Washington",48.118146,-123.430741
"Off Batan Islands, Philippines",NA,NA
"Near Lone Pine, California",NA,NA
"Tainan, Taiwan",22.9912348,120.184982
"Maracaibo, Zulia, Venezuela",10.6498095,-71.6443596
"Off New Providence Island, Bahamas",NA,NA
"Zawoja, Poland",49.6600228,19.5579106
"Sept-Îles, Canada",50.2109579,-66.3790642
"Off Chongjin, North Korea",NA,NA
"Kinshasa, Zaire",-4.3196982,15.3424196
"Craig, Alaska",55.4763889,-133.148333
"Khulna, Bangladesh",22.8171664,89.563759
"Near Takoradi, Ghana",4.9003759,-1.7594827
"Near Nakhon Ratchasima , Thailand",NA,NA
"Las Higueras, Argentina",-33.0897797,-64.2854491
"Near Chon Thanh, South Vietnam",NA,NA
"Medford, New Jersey",39.9009472,-74.8234961
"Near Lashio, Myanmar",NA,NA
"Reggio di Calabria, Italy",38.1035389,15.6397556
"Near Salinas Victoria, Nuevo Leon, Mexico",NA,NA
"North Bend, Oregon",43.4065089,-124.2242824
"Off Andreanof Islands, Alaska",NA,NA
"Agra, India",27.1752554,78.0098161
"Near Monroe, Georgia",33.0272082,-83.9112147
"Hitauda, Nepal",NA,NA
"Sparrevohn, Alaska",61.0960436,-155.5746051
"Kekaha, Hawaii",21.970833,-159.715
"Biskra, Algeria",34.8508816,5.729074
"Uli , Nigeria",5.4624508,6.1474935
"Niagra Falls, Canada",NA,NA
"Near Long Tieng, Laos",NA,NA
"Sucre, Ecuador",-0.7326786,-80.4199056
"Near Khantanga, Russia",NA,NA
"Newton, Iowa",41.6997139,-93.0538852
"Korat Air Base, Thailand",14.9358651,102.084574
"Near Medina, Colombia",NA,NA
"Near Fairland, Indiana",NA,NA
"Near Antipolo, Philippines",NA,NA
"Londrina-Parana, Brazil",-23.3142966,-51.1622425
"Campbell River, Canada",50.023071,-125.244153
"Near Hoi An, Vietnam",NA,NA
"Mexico City, Mexico",19.3207722,-99.1514678
"Uli, Nigeria",5.4624508,6.1474935
"Timmins, Ontario ,Canada",48.477473,-81.330414
"Point Alexander, Alaska",56.5108333,-132.9472222
"Near Anderma, Russia",NA,NA
"Mt. Pilot Knob, Glen Falls, New York",NA,NA
"Near Ikeja, Nigeria",NA,NA
"Near Keratea, Greece",NA,NA
"Passadumkeag, Maine",45.1850947,-68.6132762
"Nha Trang, Vietnam",12.2084991,109.2871204
"Nulato, Alaska",64.7194444,-158.1030556
"Stockholm, Sweden",59.3251172,18.0710935
"Near Villia Greece",NA,NA
"Faleolo, Western Samoa",-13.8273279,-172.0189578
"Mt. Pumacona, Peru",NA,NA
"Portage, Michigan",42.2011538,-85.5800022
"Near Poza Rica, Mexico",NA,NA
"Near Delhi, India",28.6423423,77.2171563
"Near Batagai, Russia",NA,NA
"Near Murmansk, Russia",NA,NA
"Near Corrientes, Argentina",NA,NA
"Apuseni mountains, Romania",46.5,23.2
"Near Samarkand, USSR",NA,NA
"Long Island Sound, Connecticut",41.0508886,-72.9479898
"Puerta Infrida, Colombia",NA,NA
"Off Santo Domingo, Dominican Republic",NA,NA
"Congo",-2.9814344,23.8222636
"St. Moritz, Switzerland",46.4978958,9.8392428
"Belem Bay, Brazil",NA,NA
"Binghamton, New York",42.098698,-75.9125187
"Colorado City, Arizona",36.9899107,-112.9765425
"Novosibirsk, Russia",54.9678145,82.9515989
"Cambridge, Maryland",38.5714624,-76.0763177
"Dak Seang, Laos",NA,NA
"Rivolto, Italy",45.9537388,13.0205074
"Kainatu,  New Guinea",NA,NA
"Near St. Croix, US Virgin Islands",NA,NA
"Hamilton AFB, California",38.0501283,-122.5136335
"Mogadishu, Somalia",2.0349312,45.3419183
"Iligan, Philippines",8.2281556,124.2411508
"Pellston, Michigan",45.552789,-84.783936
"Kishiniev, Moldavia, USSR",NA,NA
"Off Puntarenas, Costa Rica",NA,NA
"Chamblee, Georgia",33.892176,-84.2988296
"Tripoli, Libya",32.896672,13.1777923
"Roxas, Philippines",11.5895171,122.7500577
"Near Huaricanga, Peru",NA,NA
"McGrath, Alakska",NA,NA
"Near Arbucias, Gerona, Spain",NA,NA
"Toronto, Canada",43.6534817,-79.3839347
"Lincoln, New Mexico",33.7525727,-105.4158806
"Tokyo, Japan",35.6768601,139.7638947
"Islamabad, Pakistan",33.6938118,73.0651511
"Near Tam Ky, South Vietnam",NA,NA
"Near Silcher, India",NA,NA
"Haringvreter, Netherlands",51.5449906,3.6899885
"Near Dnepropetrovsk, Ukraine, USSR",NA,NA
"Near Leningrad, USSR",NA,NA
"Orocovis, Puerto Rico",18.2206007,-66.4345612
"Cranbrook, Canada",49.5107477,-115.7672772
"Near Vagar, Denmark",NA,NA
"Near Da Nang, Vietnam",16.0452231,108.2468264
"Mys-Kammenyj, Russia",NA,NA
"Mt. Trelease, near Silver Plume, Colorado",NA,NA
"Near Taipei, Taiwan",25.02778,121.4689366
"Mahaffey, Pennsylvania",40.8728411,-78.724196
"Near Germiston, South Africa",NA,NA
"Dayton, Ohio",39.7589478,-84.1916069
"New Castle, Delaware",39.6159851,-75.662956
"Pointe-à-Pitre, Guadeloupe",16.2408636,-61.5334077
"Near Huntington, West Virginia",NA,NA
"Nar Can Tho, South Vietnam",NA,NA
"Near Nha Trang, South Vietnam",NA,NA
"Near Cam Ranh, South Vietnam",NA,NA
"Dhaka, Bangladesh",23.7643863,90.3890144
"Delhi, India",28.6328027,77.2197713
"Near Constanta, Romania",NA,NA
"Panarah, Pakistan",NA,NA
"Near Shemshernagar,  Pakistan",NA,NA
"Off Algiers, Algeria",36.6981025,3.0951001
"Leningrad, Russia",59.9606739,30.1586551
"Ben Gashir, Libya",NA,NA
"Edison, New Jersey",40.518157,-74.4113926
"Near Privas, France",NA,NA
"Near Pacae, Peru",NA,NA
"Surgut, USSR",NA,NA
"Sao Pedro da Aldeia, Brazil",-22.8384835,-42.1031604
"Near Sokcho, South Korea",NA,NA
"Merida, Venezuela",8.5816963,-71.1658075
"Voroshilovgrad, Russia",48.5727918,39.3145456
"Aguadilla, Puerto Rico",18.4496551,-67.1184764
"Mt. Cunatineuta, Ecuador",NA,NA
"Gauhati, India",26.1805978,91.753943
"Ontario, California",34.065846,-117.64843
"Vorochilovgrad, Ukraine",NA,NA
"Near San Jose, Philippines",13.8416626,120.9644158
"Kayenta, Arizona",36.7218463,-110.253872
"C. Amalie, Virgin Islands",18.3414575,-64.9335173
"Manchester, New Hampshire",42.9956397,-71.4547891
"Coolidge, Arizona",32.977839,-111.517624
"Anaktvk Pass, Alaska",NA,NA
"Near Capetown, South Africa",NA,NA
"Roanoke, Virginia",37.270973,-79.9414313
"Tikaka, Sudan",NA,NA
"Near Duarte, California",34.1401223,-117.9806671
"New Haven, Connecticut",41.3082138,-72.9250518
"Near Arica, Chile",NA,NA
"Garberville, California",40.100569,-123.796139
"Hokkaido, Japan",43.4519831,142.8197834
"Near Bamako, Mali",NA,NA
"Near Morioko, Japan",NA,NA
"Near Pau, France",NA,NA
"Irkutsk, USSR",52.2785656,104.2987616
"Valdez, Alaska",61.1299396,-146.349363
"Near Pegnitz, West Germany",NA,NA
"Augusta, Maine",44.3158847,-69.7738995
"Chinnamanur, India",9.8415861,77.3849422
"Near Hasloh, Germany",NA,NA
"Jackson, Mississippi",32.2998686,-90.1830408
"Presevo, Russia",NA,NA
"Sena Madureira, Brazil",-9.0659556,-68.6571058
"Near Aarsele, West Vlaanderen, Belgium",NA,NA
"Hot Springs, Virginia",37.9993415,-79.8189367
"San Vicente del Caguan, Colombia",2.1131213,-74.7697347
"Peoria, Illinois",40.6938609,-89.5891008
"Bath, Pennsylvania",40.726519,-75.3934911
"Off Livorno, Italy",NA,NA
"Off Padang, Philippines",13.2189242,123.7465628
"Vinnitsa, Russia",NA,NA
"Near Penghu Island, Taiwan",NA,NA
"Near Hue, South Vietnam",NA,NA
"Saratov, Russia",51.530018,46.034683
"Raleigh, North Carolina",35.7803977,-78.6390989
"Cazombo, Angola",-11.8981934,22.9061022
"Near Puerto Inca, Huanuco, Peru",NA,NA
"Near Chetumal, Mexico",NA,NA
"Sierra de Atalayasa, Spain",NA,NA
"Chambers, Nebraska",42.2047536,-98.7474444
"Near Adana, Turkey",38.3615389,33.9954368
"Near Funza, Colombia",NA,NA
"Near Betania, Colombia",NA,NA
"Near Hermsdorf, Czechoslovakia",NA,NA
"Near Tegal, Indonesia",-7.7921597,110.3719753
"Pha Khao, Laos",20.5533518,102.6061996
"BattleMountain, Nevada",NA,NA
"Near Valledupar, Colombia",NA,NA
"Near Vientiane, Laos",NA,NA
"Little Rock, Arkansas",34.7465071,-92.2896267
"Fairfield, Idaho",43.347039,-114.793247
"Molokai, Hawaii",21.1344895,-157.0071539
"Fort Worth, Texas",32.753177,-97.3327459
"Near Al Fujayrah, United Arab Emirates",25.6015129,56.2741226
"Shamsam Mountains, South Yemen",NA,NA
"Near Tchepone, Laos",NA,NA
"Near San Fernando, Venezuela",NA,NA
"Near Ardinello di Amaseno",NA,NA
"Near Moyobamba, Peru",NA,NA
"Nyot Mo, Laos",NA,NA
"Near An Loc, Vietnam",NA,NA
"Bratsk, USSR",NA,NA
"Near Carini, Sicily, Italy",NA,NA
"Cuidad, Venezuela",10.172872,-67.900408
"Near Gia Dinh, South Vietnam",NA,NA
"Lobito, Angola",-12.3506867,13.5464318
"Near Helgoland, Germany",NA,NA
"Dulac, Louisiana",29.3626635,-90.7045493
"Cruzeiro do Sul Acre, Brazil",-7.6362478,-72.6691649
"Dallas/Ft. Worth, Texas",32.7573281,-96.8674963
"Winfield, Kansas",37.2397486,-96.9955919
"Near Jesbel Musa, Morocco",NA,NA
"Near Pleiku, Vietnam",NA,NA
"Near an Loc, South Vietnam",NA,NA
"Near New Delhi, India",28.5651539,77.222909
"Smiley, Texas",29.2689038,-97.6369441
"Huê, Vietnam",16.4639321,107.5863388
"London Heathrow,  Staines, Surrey, England",NA,NA
"Ponce, Puerto Rico",18.0668224,-66.6140412
"Hornell, New York",42.3278477,-77.6611025
"Appleton, Wisconsin",44.2613967,-88.4069744
"Blackpool, England",53.8179442,-3.0509812
"Steamboat, Nevada",39.3771326,-119.7438216
"Off Las Palmas, Canary Islands, Spain",NA,NA
"Near Grytoya, Norway",NA,NA
"Corfu Island, Greece",39.591337,19.8596189
"Villavicencio, Colombia",4.1347644,-73.6201517
"Near SoTrang, South Vietnam",NA,NA
"Near Konigs Wusterausen, East Germany",NA,NA
"Near Sandoway, Myanmar",NA,NA
"Canaima, Venezuela",10.5944288,-66.9730425
"Papua, New Guinea",-5.5226203,142.0871194
"Near Magnitogorsk, Russia",NA,NA
"Mt Siluwe, Papua, New Guinea",NA,NA
"Trinidad, Bolivia",-14.8349438,-64.9044936
"Gondar, Ethiopia",12.610368,37.466766
"Near Dhulikhel, Nepal",NA,NA
"Sacramento, California",38.5810606,-121.493895
"Near Ben Cat, South Vietnam",NA,NA
"Kampot, Cambodia",10.6314754,104.132637
"Near Krasnaya Polyana, USSR",NA,NA
"Near San Fernando, Chile",NA,NA
"Off the Alaska coast",NA,NA
"Off Athens, Greece",37.9769333,23.734015
"Tanna, Vanuatu",-19.4857785,169.3345014
"Near Noiretable, Loire, France",NA,NA
"Poggiorsini, Italy",40.917126,16.254774
"Near My Tho, South Vietnam",NA,NA
"Near Plovdiv, Bulgaria",NA,NA
"Elkton, Kentucky",36.8100425,-87.1541675
"Tenerife,  Canary Islands",28.2935785,-16.6214471
"Beni Sueif, Egypt",NA,NA
"Near  LaRandall, Quebe,Canada",NA,NA
"Near Rawalpindi, Pakistan",33.6313371,73.0732419
"Walla Walla, Washington",46.2055155,-118.5174284
"Chicago, Midway Airport, Illinois",NA,NA
"Off St. Maarten off, Netherlands Antilles",NA,NA
"Skaugum, Norway",59.8545801,10.4450346
"Everglades National Park, Florida",25.3679443,-80.8783066
"Near Glasgow, England",NA,NA
"Perm, Russia",58.0108531,56.2318528
"Townsend, Tennessee",35.6753657,-83.7557282
"Near Kyrenia, Cyprus",35.2278925,33.3227486
"Kasigluk, Alaska",60.886497,-162.5250247
"Morgan City, Louisiana",29.6993748,-91.20677
"Cerro Horqueta, Panama",8.8265094,-82.4456064
"Near Isma'iliya, Egypt",NA,NA
"Londonderry, Vermont",43.2269123,-72.807441
"Near Leningrad, Russia",59.7415225,29.4275436
"Semipalatinsk, Kazakhstan",50.404377,80.2496637
"Szczecin, Poland",53.4301818,14.5509623
"Near Szczecin, Poland",NA,NA
"Near Nabire, Indonesia",NA,NA
"Off Funchal, Portugal",NA,NA
"Near Nantes, France",NA,NA
"Near Ban Hong Sa, Laos",NA,NA
"Hyderabad, India",17.360589,78.4740613
"Off Brunswick, Maine",NA,NA
"Ben Me Thuot, South Vietnam",NA,NA
"Near Hochwald, Solothurn,  Switzerland",NA,NA
"Sunnyvale, California",37.3688301,-122.036349
"Moffett AFB, California",NA,NA
"Bamiyan, Afghanistan",34.75,67.25
"Davenport, Iowa",41.5235808,-90.5770967
"Greenville, Maine",45.458955,-69.5916835
"Deadhorse, Alaska",70.1999496,-148.461816
"Chita, Siberia, Russia",NA,NA
"Svay Rieng, Cambodia",11.1950081,105.7967967
"Near Rimouski, Canada",NA,NA
"Sao Luis, Brazil",-2.5295265,-44.2963942
"Goussainville, France",49.0323168,2.4733628
"Near Puerto Vallarta, Mexico",NA,NA
"Paris, Orly, France",48.7318007,2.3702605
"Off Papeete, Tahiti",NA,NA
"Honolulu, HI",21.304547,-157.855676
"Logan Airport, Boston, Massachusett",NA,NA
"Near  Domodedovo, Russia",NA,NA
"Near La  Corunda, Spain",NA,NA
"Don Don, Haiti",18.5241755,-69.780674
"Baku, Azerbaijan, USSR",NA,NA
"El Yopal, Colombia",5.3356662,-72.3936931
"Near Huete, Spain",NA,NA
"Thirty-five miles west of Los Angeles, California",NA,NA
"Gary, Indiana",41.5702561,-87.3365496
"King Cove, Alaska",55.059662,-162.3114114
"Paintsville, Kentucky",37.8145384,-82.8071054
"Moganik, Yugoslavia",NA,NA
"Natchitoches, Louisiana",31.7606732,-93.0860209
"Eagleville, California",39.5793348,-121.096346
"Lincoln, Nebraska",40.8088861,-96.7077751
"Rich Mountain, Arkansas",34.6740207,-94.3291555
"Miritituba, Brazil",-4.292912,-55.960461
"Magadan, Russia",63.5515028,154.014726
"Itaituba, PA, Brazil",-4.2625218,-55.9878139
"Guanabara Bay, Brazil",-22.8169023,-43.1272201
"Sainte Lucia Island",13.9090439,-60.9779241
"La Verne, California",34.1008426,-117.7678355
"Near Albuquerque,  New Mexico",NA,NA
"Near Quang-Ngai, Vietnam",NA,NA
"Churchill Falls, Newfoundland, Canada",53.594508,-64.3076966
"Sitkin Island, Alaska",51.9430085,178.5096209
"Near Vilnius, Lithuania",NA,NA
"Manhattan, Kansas",39.1836082,-96.5716694
"Talara, Peru",-4.5111366,-81.0984392
"Near Tetouan, Morocco",NA,NA
"Durban, South Africa",-29.861825,31.009909
"Unduavi, Bolivia",-16.3111834,-67.9093054
"Mukachevo, Russia",NA,NA
"Near Nevia, Colombia",NA,NA
"Cigerdu, Colombia",NA,NA
"Rostov, Russia",47.2222596,39.7198736
"Goldendale, Washington",45.8206794,-120.821731
"Izmir, Turkey",38.23166,27.02997
"S. Dominican Pueblo, New Mexico",NA,NA
"Winger, Minnesota",47.5360732,-95.9883725
"Pago Pago, American Samoa",-14.2754786,-170.7048298
"Near Honolulu, HI",23.8056337,-166.2296608
"Near Souda, Crete",NA,NA
"Baltimore, Maryland",39.2908816,-76.610759
"San Francisco de Moxos,  Bolivia",-15.4100326,-65.3564919
"Near Mehrabad, Iran",NA,NA
"Near Ermenonville, France",NA,NA
"Carson City, Nevada",39.1663259,-119.7670374
"Bishop, California",37.363679,-118.39524
"Francistown, Botswana",-21.16636,27.502515
"Hilo Island, Hawaii",NA,NA
"Grogak, Bali, Indonesia",-8.5509257,115.1245797
"Tashkent, Uzbekistan",41.3123363,69.2787079
"Galveston, Texas",29.3872254,-94.992736
"Banos, Ecuador",-1.3319158,-78.2625285
"Springfield, Illinois",39.7990175,-89.6439575
"Rankin Inlet, Canada",62.8030269,-92.0868012
"Monte San Isidro,  Colombia",5.5681836,-73.8968634
"Battambang, Khmer Republic",NA,NA
"Umiat, Alaska",69.3669444,-152.1441667
"Near MoHoa, Vietnam",NA,NA
"Mt. Apica, Canada",47.9729688,-71.402413
"Diemas, Syria",NA,NA
"Near Ouagadougou, Upper Volta",NA,NA
"Cali, Colombia",3.4108435,-76.5812127
"Anaktuvuk, Alaska",68.1413944,-151.735979
"Margarita Island, Venezuela",11.0205596,-63.9073984
"Near Kisangani, Zaire",NA,NA
"Tandjung-karang, Indonesia",NA,NA
"Ionian Sea , off Kefallinia, Greece",NA,NA
"Near Charlotte, North Carolina",35.2530741,-80.8726194
"Phan Rang, Vietnam",11.6038947,108.9653204
"Riverside, California",33.9824949,-117.374238
"Lupine, Alaska",68.8612092,-148.1346542
"Off Saint Thomas, U.S. Virgin Islands",NA,NA
"Medfra, Alaska",63.1051816,-154.7015496
"Formosa Strait",24.4588328,118.2176654
"Kassan, Alaska",55.9239227,-133.2814428
"Calapan, Philippines",13.4145513,121.179543
"Fort Apache, Arizona",33.790298,-109.9874003
"Blair, Oklahoma",34.7801033,-99.3331052
"Chicao, Illinois",NA,NA
"Old Man's Camp, Alaska",NA,NA
"Pagosa Springs, Colorado",37.2695661,-107.010816
"Rae Point, Northwest Territories, Canada",NA,NA
"Off Sonderborg, Denmark",54.9896441,9.866041
"Hoonah, Alaska",58.1101858,-135.4444368
"Soddu, Ethiopia",8.9,36.93333
"Bear Mountain,  Thiells, New York",NA,NA
"Near Berryville, Virginia",NA,NA
"Near Maskeliya, Sri Lanka",NA,NA
"Near Old Harbors, Alaska",NA,NA
"Near MoHoa, South Vietnam",NA,NA
"Bukhara, Uzbekistan",39.7759835,64.415153
"Maturin, Venezuela",9.7422774,-63.1888854
"Riverton Heights, Washingon",NA,NA
"Carpathian Mts., near Sibiu, Romania",NA,NA
"Near Nha Trang, Vietnam",NA,NA
"Palmer, Washington",39.631945,-97.140304
"Sierra del Aconquija, Argentina",NA,NA
"Near Doncello, Colombia",NA,NA
"Whittier, California",33.9749136,-118.0338664
"Budapest, Hunary",NA,NA
"Sam Neva, Laos",NA,NA
"Istanbul, Turkey",41.006381,28.9758715
"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
"Houston, Texas",29.7589382,-95.3676974
"Souda, Crete",35.4871175,24.0659027
"Waterford, Wisconsin",42.7630722,-88.2142563
"Pleiku, South Vietnam",NA,NA
"Near Barito, Argentina",NA,NA
"Singa, Sudan",13.1440522,33.9283527
"Near Quilcene, Washington",NA,NA
"Goleta, California",34.4358295,-119.8276389
"Near Sardinata, Colombia",NA,NA
"Off Cape Paterson, Australia",NA,NA
"Savoonga, Alaska",63.694201,-170.4834784
"Near Sakon Nakhon, Thailand",NA,NA
"Pedro Alfonso, Brazil",-26.8626936,-52.9899807
"JFK Airport, New York, New York",40.6429479,-73.7793734
"Near Saravena, Colombia",NA,NA
"Nantes, France",47.2186371,-1.5541362
"Near Colina, Chile",NA,NA
"Poway, California",32.9628234,-117.035864
"Near Batumi, Georgia, USSR",NA,NA
"Imlay City, Michigan",43.0247496,-83.0777153
"Near Immouzer, Morocco",NA,NA
"Off Amapala, Honduras",NA,NA
"Krasnovodsk, USSR",NA,NA
"Minford, Ohio",38.8604088,-82.8587202
"Off Punta Amapala, El Salvador",NA,NA
"Near Gambell, Alaska",63.7757752,-171.7344628
"Leipzig-Halle, East Germany",NA,NA
"Near Bahar Dar, Ethiopia",11.6099428,37.3776192
"Near Palembang, Indonesia",-2.9700595,104.7397568
"Off Beirut, Lebanon",33.9002633,35.4846464
"Klua Tan Tan, Canada",NA,NA
"Cairns Airport, Queensland, Australia",-16.8777892,145.7515495
"Zephyr Cove, Nevada",39.012318,-119.9205596
"Tomonoco, Bolivia",NA,NA
"State College, Pennsylvania",40.7944504,-77.8616386
"Caoba, Guatemala",17.0248606,-89.6752295
"Kharkov, Ukraine, USSR",NA,NA
"Near Novgorod (Russia",NA,NA
"Near Bir Lahfan, Egypt",NA,NA
"Hertfordshire, England",51.8400523,-0.0978552
"Tacloban, Philippines",11.2436208,125.0079543
"Rollinsville, Colorado",39.9170921,-105.5017521
"Near Al Qaysumah, Saudi Arabia",NA,NA
"Mactan Island, Philippines",10.2882757,123.9723977
"Orofino, Idaho",46.4811378,-116.255778
"Near San Borja, Bolivia",NA,NA
"Near Loja, Ecuador",NA,NA
"Near Shanghai, China",31.3135175,121.4857295
"Chapeco, Brazil",-27.0922364,-52.6166878
"Frunze, Kyrgyzstan",42.8761424,74.6036724
"Lafayette, Louisiana",30.2262187,-92.0178202
"Off Santa Maria, Colombia",NA,NA
"Hawk Inlet, Alaska",58.1258333,-134.7530556
"St. Croix, Virgin Islands",17.729124,-64.7589156
"Sibiu, Romania",45.7973912,24.1519202
"Southeastern Bolivia",41.7196785,-72.2068447
"Igiugig, Alaska",59.3176195,-155.8708646
"San Onofre, California",33.3803575,-117.5736037
"Havana. Cuba",22.1883069,113.5493076
"Near Puerto Asis, Colombia",NA,NA
"Friday Harbor, Washington",48.5342662,-123.017124
"Aspen, Colorado",39.1911128,-106.82356
"Neuquen, Argentina",-38.8502546,-69.832275
"Palm Desert, California",33.7288179,-116.382571
"Near Monze, Zambia",NA,NA
"Camuigan, Philippines",NA,NA
"Kozani, Greece",40.3007259,21.7883119
"Near Cuneca, Spain",NA,NA
"Chernigov, Ukraine, USSR",NA,NA
"Petersburg, Alaska",56.7687945,-132.880103
"Zamboanga, Philipines",NA,NA
"Nacias Nguema, Equatorial Guinea",NA,NA
"Agana, Guam",13.4738606,144.7520557
"Off Kota Kinabalu, Malaysia",5.9761035,116.0714909
"Somerset, Colorado",38.9261905,-107.4703081
"Entebbe, Uganda",0.0611715,32.4698564
"Daiku, Burma",NA,NA
"Huntsville, Missouri",39.4405891,-92.5451834
"Greensburg, Kansas",37.6031884,-99.2929639
"Bratislava, Czechoslovakia",NA,NA
"Billings, Vermont",43.6334826,-72.5342884
"Near Tehran, Iran",NA,NA
"Andes Mountains, Ecuador",NA,NA
"Sunnyside, Utah",39.5513553,-110.387932
"Shanisu River, Peru",NA,NA
"Sondre Stromfjord,Greenland",67.0086767,-50.6913356
"Near Thorney, England",NA,NA
"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
"Lajes, Azores, Portugal",38.7669312,-27.1031772
